,pageid,ns,por_pageid,por_ns,rwp_pageid,rwp_ns
"Павлова, Каролина Карловна",237623.0,0.0,,,,
"Павлович, Надежда Александровна",8051447.0,0.0,,,,
"Пайков, Валерий Лазаревич",913138.0,0.0,,,,
"Пакацкий, Гавриил Абрамович",7647694.0,0.0,,,,
"Палванова, Зинаида",943185.0,0.0,,,,
"Палей, Владимир Павлович",1371786.0,0.0,1371786.0,0.0,,
"Палицын, Александр Александрович",2885339.0,0.0,,,,
"Пальм, Александр Иванович",1987012.0,0.0,,,,
"Пальмин, Лиодор Иванович",1680250.0,0.0,1680250.0,0.0,,
"Пальчиков, Владимир Иосифович",3619518.0,0.0,,,,
"Панов, Иван Степанович (художник)",8497736.0,0.0,,,,
"Панов, Михаил Викторович",517112.0,0.0,517112.0,0.0,,
"Панов, Николай Андреевич",4655431.0,0.0,,,,
"Панов, Николай Николаевич (писатель)",3896872.0,0.0,3896872.0,0.0,,
"Пантюхов, Игорь Михайлович",1741615.0,0.0,,,,
"Панфилов, Дмитрий Степанович",6410503.0,0.0,,,,
"Панченко, Николай Васильевич",2650004.0,0.0,2650004.0,0.0,,
"Панченко, Павел Михайлович",8594285.0,0.0,,,,
"Паприц, Константин Эдуардович",7759315.0,0.0,,,,
"Парин, Алексей Васильевич",3075132.0,0.0,3075132.0,0.0,,
"Парнах, Валентин Яковлевич",601524.0,0.0,601524.0,0.0,,
"Парпара, Анатолий Анатольевич",2430357.0,0.0,2430357.0,0.0,,
"Парщиков, Алексей Максимович",124807.0,0.0,124807.0,0.0,,
"Пастернак, Борис Леонидович",51134.0,0.0,,,,
"Патрушев, Сергей Владимирович",3820549.0,0.0,3820549.0,0.0,,
"Паттерсон, Джеймс Ллойдович",942857.0,0.0,942857.0,0.0,,
"Паус, Иоганн Вернер",1967445.0,0.0,,,,
"Паушкин, Геннадий Александрович",930290.0,0.0,,,,
"Пахомов, Аркадий Дмитриевич",2840865.0,0.0,2840865.0,0.0,,
"Пеленягрэ, Виктор Иванович",3657299.0,0.0,,,,
"Перевалов, Геннадий Михайлович",8404598.0,0.0,,,,
"Передреев, Анатолий Константинович",2683217.0,0.0,2683217.0,0.0,,
"Перелешин, Валерий",732237.0,0.0,,,,
"Перельмутер, Вадим Гершевич",6510153.0,0.0,6510153.0,0.0,,
"Пермяков, Андрей",4857292.0,0.0,4857292.0,0.0,,
"Перов, Григорий Самойлович",4737494.0,0.0,,,,
"Перцов, Пётр Петрович",2061794.0,0.0,2061794.0,0.0,,
"Петерец, Николай Владимирович",3765933.0,0.0,,,,
"Петерсон, Карл Александрович (поэт)",5947021.0,0.0,,,,
"Петников, Григорий Николаевич",89072.0,0.0,89072.0,0.0,,
"Петренко, Пантелеймон Антонович",2013521.0,0.0,,,,
"Петров, Василий Петрович (поэт)",2545396.0,0.0,,,,
"Петров, Сергей Владимирович",6341590.0,0.0,,,,
"Петрова, Александра Геннадиевна",1979216.0,0.0,,,,
"Петровых, Мария Сергеевна",810242.0,0.0,,,,
"Петрункевич, Александр Иванович",3651507.0,0.0,,,,
"Петрушевский, Владимир Александрович",7643865.0,0.0,,,,
"Петрушкин, Александр Александрович",702647.0,0.0,702647.0,0.0,,
"Пикулева, Нина Васильевна",5105090.0,0.0,,,5105090.0,0.0
"Писарев, Александр Александрович",1072992.0,0.0,,,,
"Пламеневский, Владимир Юрьевич",2205358.0,0.0,2205358.0,0.0,,
"Плетнёв, Пётр Александрович",198120.0,0.0,,,,
"Плещеев, Алексей Николаевич",144491.0,0.0,,,,
"Плисецкий, Герман Борисович",346604.0,0.0,346604.0,0.0,,
"Плотникова, Марианна Альбертовна",5015937.0,0.0,5015937.0,0.0,,
"Плюшков, Алексей Иванович",7211870.0,0.0,7211870.0,0.0,,
"Пляхин, Алексей Михайлович",4556377.0,0.0,4556377.0,0.0,,
"Пляцковский, Михаил Спартакович",942867.0,0.0,,,,
"Пнин, Иван Петрович",1976712.0,0.0,,,,
"Подаревский, Эдуард Антонович",6076326.0,0.0,,,,
"Поделков, Сергей Александрович",2023916.0,0.0,2023916.0,0.0,,
"Подстаницкий, Александр Витальевич",1143735.0,0.0,1143735.0,0.0,,
"Поженян, Григорий Михайлович",83479.0,0.0,83479.0,0.0,,
"Поздняев, Михаил Константинович",2053445.0,0.0,2053445.0,0.0,,
"Познер, Владимир Соломонович",267438.0,0.0,267438.0,0.0,,
"Позняков, Николай Иванович",2032313.0,0.0,2032313.0,0.0,,
"Позняков, Николай Сергеевич",1842964.0,0.0,1842964.0,0.0,,
"Полежаев, Александр Иванович",135258.0,0.0,,,,
"Полетаев, Владимир Григорьевич",2552331.0,0.0,2552331.0,0.0,,
"Полетаев, Николай Гаврилович",2714687.0,0.0,2714687.0,0.0,,
"Полещук, Виктор Васильевич",105456.0,0.0,105456.0,0.0,,
"Поликарпов, Сергей Иванович",8058954.0,0.0,8058954.0,0.0,,
"Политковский, Гавриил Герасимович",1917260.0,0.0,1917260.0,0.0,,
"Полозкова, Вера Николаевна",1094653.0,0.0,,,1094653.0,0.0
"Полонская, Елизавета Григорьевна",358190.0,0.0,,,358190.0,0.0
"Полонский, Яков Петрович",204443.0,0.0,,,,
"Полоцкий, Семён Захарович",373388.0,0.0,,,,
"Поляков, Андрей Геннадиевич",95673.0,0.0,,,,
"Полякова, Надежда Михайловна",5154890.0,0.0,,,5154890.0,0.0
"Померанцев, Игорь Яковлевич",2023163.0,0.0,,,,
"Померанцев, Кирилл Дмитриевич",3650450.0,0.0,,,,
"Понизовский, Алексей Михайлович",981414.0,0.0,981414.0,0.0,,
"Поплавский, Борис Юлианович",347203.0,0.0,,,,
"Попов, Антон Иванович",985559.0,0.0,,,,
"Попов, Борис Емельянович",357131.0,0.0,357131.0,0.0,,
"Попов, Борис Николаевич (писатель)",6091647.0,0.0,6091647.0,0.0,,
"Попов, Геннадий Андреевич",6419512.0,0.0,,,,
"Попов, Михаил Михайлович",3895743.0,0.0,3895743.0,0.0,,
"Поповский, Николай Никитич",3881913.0,0.0,,,,
"Попугаев, Василий Васильевич",2554944.0,0.0,,,,
"Порвин, Алексей Кириллович",4296396.0,0.0,4296396.0,0.0,,
"Поройков, Юрий Дмитриевич",3598717.0,0.0,3598717.0,0.0,,
"Поскрёбышев, Олег Алексеевич",4066134.0,0.0,4066134.0,0.0,,
"Поспелова, Мария Алексеевна",8437640.0,0.0,,,,
Поэты пушкинской поры,2974779.0,0.0,,,,
"Праволамский, Пётр",2830622.0,0.0,2830622.0,0.0,,
"Пригов, Дмитрий Александрович",84473.0,0.0,84473.0,0.0,,
"Примеров, Борис Терентьевич",2036105.0,0.0,2036105.0,0.0,,
"Присманова, Анна Семёновна",658479.0,0.0,,,658479.0,0.0
"Приходько, Владимир Александрович",3986267.0,0.0,3986267.0,0.0,,
"Пришелец, Антон",3356267.0,0.0,,,,
"Пробштейн, Ян Эмильевич",7657972.0,0.0,,,,
"Прокопович, Николай Яковлевич",2114718.0,0.0,,,,
"Прокопьев, Алёша",2647700.0,0.0,2647700.0,0.0,,
"Прокофьева, Софья Леонидовна",2050764.0,0.0,2050764.0,0.0,,
"Прокошин, Валерий Иванович",2818067.0,0.0,,,,
"Прокудин-Горский, Михаил Иванович",8034009.0,0.0,,,,
"Протопопов, Яков Егорович",8040375.0,0.0,,,,
"Прощин, Евгений Евгеньевич",6069216.0,0.0,6069216.0,0.0,,
Козьма Прутков,45793.0,0.0,,,,
"Пруцкий, Матвей Евсигнеевич",8041516.0,0.0,,,,
"Пряшников, Алексей Фёдорович",6540768.0,0.0,,,,
"Пузанов, Иван Иванович",4216056.0,0.0,4216056.0,0.0,,
"Пустынин, Михаил Яковлевич",3235477.0,0.0,,,,
"Пуханов, Виталий Владимирович",4961371.0,0.0,4961371.0,0.0,,
"Пушкин, Александр Сергеевич",537.0,0.0,,,,
"Пушкин, Василий Львович",109412.0,0.0,109412.0,0.0,,
"Пчелов, Евгений Владимирович",241906.0,0.0,241906.0,0.0,,
"Пьянов, Алексей Степанович",2430284.0,0.0,2430284.0,0.0,,
"Рабинович, Вадим Львович",942895.0,0.0,942895.0,0.0,,
"Рабинович, Евгений Исаакович",1355245.0,0.0,,,,
"Радашкевич, Александр Павлович",353680.0,0.0,353680.0,0.0,,
"Радванская, Елизавета Сергеевна",6027185.0,0.0,,,,
"Радимов, Павел Александрович",1464496.0,0.0,1464496.0,0.0,,
"Радищев, Александр Николаевич",32280.0,0.0,,,,
"Радищев, Николай Александрович",6769743.0,0.0,,,,
"Радковский, Александр Николаевич",1263333.0,0.0,1263333.0,0.0,,
"Радлова, Анна Дмитриевна",1855914.0,0.0,,,,
"Раевский, Владимир Федосеевич",1372769.0,0.0,1372769.0,0.0,,
"Раевский, Георгий Авдеевич",2726047.0,0.0,,,,
"Разорёнов, Алексей Ермилович",1800666.0,0.0,,,,
"Разумов, Пётр Анатольевич",4804558.0,0.0,,,,
"Раич, Семён Егорович",134135.0,0.0,134135.0,0.0,,
"Райс, Эммануил Матусович",4374367.0,0.0,,,,
"Райхер, Виктория Яковлевна",254343.0,0.0,,,,
"Ранов, Александр Исаакович",7663581.0,0.0,7663581.0,0.0,,
"Расторгуев, Андрей Петрович",518086.0,0.0,518086.0,0.0,,
"Ратгауз, Даниил Максимович",1069499.0,0.0,,,,
"Ратушинская, Ирина Борисовна",180090.0,0.0,,,180090.0,0.0
"Рафальский, Сергей Милич",2120309.0,0.0,,,,
"Рафеенко, Владимир Владимирович",4667598.0,0.0,,,,
"Рахлина, Марлена Давидовна",2518878.0,0.0,,,,
"Рахлис, Лев Яковлевич",973732.0,0.0,973732.0,0.0,,
"Рахунов, Михаил Ефимович",1253870.0,0.0,,,,
"Ревич, Александр Михайлович",942921.0,0.0,942921.0,0.0,,
"Резник, Илья Рахмиэлевич",938769.0,0.0,,,,
"Рейдерман, Илья Исаакович",936455.0,0.0,,,,
"Рейн, Евгений Борисович",21160.0,0.0,21160.0,0.0,,
"Рейснер, Лариса Михайловна",402894.0,0.0,,,,
"Репин, Иван Васильевич",2767303.0,0.0,2767303.0,0.0,,
"Рерих, Николай Константинович",896428.0,0.0,,,,
"Решетников, Кирилл Юрьевич",153141.0,0.0,,,,
"Ржевский, Алексей Андреевич",2300671.0,0.0,2300671.0,0.0,,
"Риб, Эвальд Карлович",683737.0,0.0,683737.0,0.0,,
"Ривель, Кирилл Игоревич",1986565.0,0.0,1986565.0,0.0,,
"Ривин, Алик",1480534.0,0.0,1480534.0,0.0,,
"Римский, Геннадий Васильевич",3663115.0,0.0,,,,
"Риссенберг, Илья Исаакович",2484216.0,0.0,,,,
"Риттер, Николай Александрович фон",4627314.0,0.0,4627314.0,0.0,,
"Риц, Евгения Семёновна",2670049.0,0.0,2670049.0,0.0,,
"Ровинский, Арсений Валентинович",2285701.0,0.0,2285701.0,0.0,,
"Ровнер, Аркадий Борисович",1389775.0,0.0,1389775.0,0.0,,
"Рогах, Анастасия Александровна",7731898.0,0.0,,,,
"Родин, Борис Аркадьевич",3601676.0,0.0,,,,
"Родионов, Андрей Викторович",1267360.0,0.0,1267360.0,0.0,,
"Родионов, Иван Дмитриевич",4235094.0,0.0,4235094.0,0.0,,
"Родичев, Николай Иванович",2335446.0,0.0,,,,
"Родов, Семён Абрамович",4821182.0,0.0,,,,
"Рожанская, Ольга Владимировна",7137006.0,0.0,,,7137006.0,0.0
"Рождественский, Роберт Иванович",45892.0,0.0,45892.0,0.0,,
"Розвадовский, Георгий Константинович",5032303.0,0.0,,,,
"Розен, Егор Фёдорович",175085.0,0.0,,,,
"Розенгейм, Михаил Павлович",175110.0,0.0,175110.0,0.0,,
"Розинер, Феликс Яковлевич",1018362.0,0.0,1018362.0,0.0,,
"Романенко, Лариса Николаевна",3196656.0,0.0,,,,
"Романова, Анастасия Александровна",1027603.0,0.0,1027603.0,0.0,,
"Романова, Наталья Владимировна",5501808.0,0.0,5501808.0,0.0,,
"Романушко, Мария Сергеевна",22343.0,0.0,,,,
